"PERIODO","UNIDAD_CLIENTE","SEGMENTO","COD_PRODUCTO","COD_PRODUCTO_PROVEEDOR","DESCRIPCION","MARCA","ESTADO_PROD.","UMB","COD_LOCAL","TIPO","DESCRIPCION_LOCAL","ESTADO_LOCAL","FORMATO","TIPO_VENTA","VTA_PERIODO(u)","VTA_COSTO($)"
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,11880.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168146,SIN CODIGO,PLACA 1 MÓDULO TERRA,SIN MARCA,ACTIVO,C/U,CM15,LOCAL,CM15-LAS CONDES,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,584.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4932.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153463,SIN CODIGO,T.TRIPLE 2P+T 10A 250V BLANCO OVAL,SIN MARCA,ACTIVO,C/U,CM92,LOCAL,CM92-LOS ANGELES ALCAZAR,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4814.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168113,SIN CODIGO,TOMA TRIPLE 10A BLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,12.00,38856.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,17691,SIN CODIGO,REGLETA NEGRA LEGRAND 12 BORNES 4MM2,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,948.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,3351.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45819,SIN CODIGO,INT 9/12+ENCH 10A ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1770.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,8640.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168138,SIN CODIGO,TOMA TRIPLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,3321.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,14062,SIN CODIGO,INTERR.9/12 + ENCH/HBRA. 5001/13K MAG/AR,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,24155.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,69607,SIN CODIGO,PORTALAM.C/ BNE.TORNILL C/BLQ. BLANCO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,768.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,187038,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 16A-6KA BTIDIN,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1735.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18165,SIN CODIGO,CASQ+INT.9/12+TOMA 10A MODUS CAL1203BN,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1543.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,6912.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45813,SIN CODIGO,INTERRUPTOR 9/24 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,7890.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,285.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12685,SIN CODIGO,PULSADOR TIMBRE MAGIC 5005P,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,7590.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18166,SIN CODIGO,CASQ+TOMA DOBLE 10A MODUS CAL1208BN,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3242.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186721,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 10A - 6KA,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3470.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202485,SIN CODIGO,INTERRUPTOR DOBLE 9/15 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM74,LOCAL,CM74-Molina,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,3781.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153459,SIN CODIGO,TOMA 2P+T 10A 250 BLANCO,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,985.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186722,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 20A - 6KA,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3482.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12538,SIN CODIGO,PLACA ALUM.OXIDAL 3 PTO. 503/3P MAGIC,SIN MARCA,ACTIVO,C/U,CM29,LOCAL,CM29-PUERTO MONTT,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1219.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,7.00,16632.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,173172,SIN CODIGO,TOMA DOBLE 2P+T 10A + 2P+T 16A ARMADO,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,9740.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168131,SIN CODIGO,TOMA 10A BLANCO,SIN MARCA,ACTIVO,C/U,CM93,LOCAL,CM93 - Tienda Talcahuano Colon,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,672.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3452.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14517,SIN CODIGO,"CAJA DERIVACION P/EMBUTIR 5/8"" 503L",Bticino,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,909.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,69611,SIN CODIGO,TAPA CIEGA PLASTICA RIGIDA C/TORNILLOS,SIN MARCA,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,170.00
2020-12-22 al 2020-12-22,Construmart,GRANDES CUENTAS,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,60.00,142560.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168140,SIN CODIGO,INTERRUPTOR 9/15 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,7360.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168128,SIN CODIGO,INTERRUPTOR 9/12 10A BLANCO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,14.00,10080.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12681,SIN CODIGO,INTERRUPTOR MAGIC 9/12 5001P MAG/MOD,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,17.00,20915.00
2020-12-22 al 2020-12-22,Construmart,CIRCULO FERRETERO,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,10.00,23765.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,178776,SIN CODIGO,"CANALETA ELECTRICA 20 X 12,5 MM 2 M",SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1252.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,153463,SIN CODIGO,T.TRIPLE 2P+T 10A 250V BLANCO OVAL,SIN MARCA,ACTIVO,C/U,CM15,LOCAL,CM15-LAS CONDES,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2218.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,111436,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 5M GRIS,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,5479.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3458.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202485,SIN CODIGO,INTERRUPTOR DOBLE 9/15 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1261.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,1425.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,211627,SIN CODIGO,TOMACORRIENTE DOBLE 2P+T 10/16A LÚZICA,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4406.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45813,SIN CODIGO,INTERRUPTOR 9/24 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,3942.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18160,SIN CODIGO,CASQUETE+INT.9/12 MODUS CAL1100BN,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,972.00
2020-12-22 al 2020-12-22,Construmart,CONST.MEDIANA DESARROLLO,202491,SIN CODIGO,ENCHUFE TRIPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,10.00,16414.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,69608,SIN CODIGO,PORTALAM.C/ BNE.TORNILL C/BLQ.NEGRO,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,702.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19636,SIN CODIGO,TRIPLE 2P+T EN LINEA 10AMP 3603DP BLANCO,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2426.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,51174,SIN CODIGO,PLAFON OVALADO E27 BLANCO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,8.00,8024.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168149,SIN CODIGO,INTERRUPTOR 9/12 10A MINK,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,640.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,211627,SIN CODIGO,TOMACORRIENTE DOBLE 2P+T 10/16A LÚZICA,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2054.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168131,SIN CODIGO,TOMA 10A BLANCO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,30.00,20790.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168151,SIN CODIGO,PULSADOR 10A MINK,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,24.00,13920.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111434,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M BLANCO,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,15127.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12777,SIN CODIGO,PLACA IDROBO P/3MOD MAG 25603/P 115X103X,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,6804.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45827,SIN CODIGO,PLACA CIEGA BLANCO C/SOPORTE,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,924.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,69652,SIN CODIGO,ENCHUFE HEMBRA VOLANTE 2P+T 10A GRIS,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3992.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45819,SIN CODIGO,INT 9/12+ENCH 10A ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM93,LOCAL,CM93 - Tienda Talcahuano Colon,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1760.00
2020-12-22 al 2020-12-22,Construmart,OTROS RUBROS,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,5580.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14061,SIN CODIGO,INTERRUPTOR 9/15 EMB. 5001/2K MAG/ARM,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,3439.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,51174,SIN CODIGO,PLAFON OVALADO E27 BLANCO,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1003.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168110,SIN CODIGO,PULSADOR 10A BLANCO/PERLA,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1279.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111434,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M BLANCO,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,4749.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,168133,SIN CODIGO,INTERRUPTOR 9/12 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3238.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202483,SIN CODIGO,ENCHUFE 10/16A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1296.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,51174,SIN CODIGO,PLAFON OVALADO E27 BLANCO,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,3012.00
2020-12-22 al 2020-12-22,Construmart,CIRCULO FERRETERO,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,10378.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14058,SIN CODIGO,INTERR.9/24 EMB. 5003K MAG/ARM,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,45.00,173970.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14064,SIN CODIGO,ENCHUF HBRA. 10A+ENCH/HBRA 16A .5113/80K,SIN MARCA,ACTIVO,C/U,CM15,LOCAL,CM15-LAS CONDES,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,5997.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168147,SIN CODIGO,PLACA 2 MÓDULOS TERRA,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,700.00
2020-12-22 al 2020-12-22,Construmart,NUEVOS,45813,SIN CODIGO,INTERRUPTOR 9/24 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,3947.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168133,SIN CODIGO,INTERRUPTOR 9/12 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1547.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202486,SIN CODIGO,ENCHUFE DOBLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,10.00,11710.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,211627,SIN CODIGO,TOMACORRIENTE DOBLE 2P+T 10/16A LÚZICA,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,-5.00,-11076.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12537,SIN CODIGO,PLACA ALUM.OXIDAL 2PTO. 503/2P MAGIC,SIN MARCA,ACTIVO,C/U,CM29,LOCAL,CM29-PUERTO MONTT,ACTIVO,NO CLASIFICADO,NO CALZADA,10.00,7870.00
2020-12-22 al 2020-12-22,Construmart,GRANDES CUENTAS,19636,SIN CODIGO,TRIPLE 2P+T EN LINEA 10AMP 3603DP BLANCO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4948.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202483,SIN CODIGO,ENCHUFE 10/16A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1297.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1116.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18166,SIN CODIGO,CASQ+TOMA DOBLE 10A MODUS CAL1208BN,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1620.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18160,SIN CODIGO,CASQUETE+INT.9/12 MODUS CAL1100BN,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,954.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,14517,SIN CODIGO,"CAJA DERIVACION P/EMBUTIR 5/8"" 503L",Bticino,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,10.00,3003.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,161383,SIN CODIGO,INTERRUPTOR TRIPLE (9/32)10A 250V BLC,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2397.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18164,SIN CODIGO,CASQ+INT.DOBLE 9/15 MODUS CAL1200BN,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1651.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186725,SIN CODIGO,BT/INT DIFERENCIAL 2X25A-30MA,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,10898.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,186723,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 25A - 6KA,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3432.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202487,SIN CODIGO,INTERRUPTOR 9/12 +ENCH.10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1265.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4754.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45816,SIN CODIGO,TOMA DOBLE 2P+T 10A 250V ARMADA BLCO,Bticino,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,14.00,24206.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202491,SIN CODIGO,ENCHUFE TRIPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,9834.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18164,SIN CODIGO,CASQ+INT.DOBLE 9/15 MODUS CAL1200BN,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1531.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12684,SIN CODIGO,INTERRUPTOR MAGIC 9/24 5003P MAG/MOD,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,22.00,39050.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18131,SIN CODIGO,SOPORTE METALICO MAGIC 503AD MAG/MOD,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,95.00,68780.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168151,SIN CODIGO,PULSADOR 10A MINK,SIN MARCA,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,763.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,168133,SIN CODIGO,INTERRUPTOR 9/12 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1632.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178783,SIN CODIGO,"CANALETA ELECTRICA 20X12,5 MM 2 M C/ADH",SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,7.00,10556.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,69607,SIN CODIGO,PORTALAM.C/ BNE.TORNILL C/BLQ. BLANCO,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,3835.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168133,SIN CODIGO,INTERRUPTOR 9/12 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1625.00
