"PERIODO","UNIDAD_CLIENTE","SEGMENTO","COD_PRODUCTO","COD_PRODUCTO_PROVEEDOR","DESCRIPCION","MARCA","ESTADO_PROD.","UMB","COD_LOCAL","TIPO","DESCRIPCION_LOCAL","ESTADO_LOCAL","FORMATO","TIPO_VENTA","VTA_PERIODO(u)","VTA_COSTO($)"
2020-12-22 al 2020-12-22,Construmart,LOCAL,111434,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M BLANCO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,8593.00
2020-12-22 al 2020-12-22,Construmart,CIRCULO RECUPERACION,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,14259.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,211627,SIN CODIGO,TOMACORRIENTE DOBLE 2P+T 10/16A LÚZICA,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2214.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2467.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12685,SIN CODIGO,PULSADOR TIMBRE MAGIC 5005P,SIN MARCA,ACTIVO,C/U,CM29,LOCAL,CM29-PUERTO MONTT,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2916.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45819,SIN CODIGO,INT 9/12+ENCH 10A ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,10620.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168128,SIN CODIGO,INTERRUPTOR 9/12 10A BLANCO,SIN MARCA,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,2001.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178776,SIN CODIGO,"CANALETA ELECTRICA 20 X 12,5 MM 2 M",SIN MARCA,ACTIVO,C/U,CM61,LOCAL,CM61-TALCA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1306.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168116,SIN CODIGO,INTERRUPTOR 9/12+T10ABLANCO/PERLA ARMADO,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1680.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4752.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202487,SIN CODIGO,INTERRUPTOR 9/12 +ENCH.10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM15,LOCAL,CM15-LAS CONDES,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,4070.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202491,SIN CODIGO,ENCHUFE TRIPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM15,LOCAL,CM15-LAS CONDES,ACTIVO,NO CLASIFICADO,NO CALZADA,30.00,49165.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168150,SIN CODIGO,INTERRUPTOR 9/24 10A MINK,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,15.00,13815.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14517,SIN CODIGO,"CAJA DERIVACION P/EMBUTIR 5/8"" 503L",Bticino,ACTIVO,C/U,CM80,LOCAL,CM80 - Chillan Collín,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,1520.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168136,SIN CODIGO,TOMA MINK/TERRA ARMADO.,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1001.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,168147,SIN CODIGO,PLACA 2 MÓDULOS TERRA,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,523.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14064,SIN CODIGO,ENCHUF HBRA. 10A+ENCH/HBRA 16A .5113/80K,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,20.00,92820.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,186722,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 20A - 6KA,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1735.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,187038,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 16A-6KA BTIDIN,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1732.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168142,SIN CODIGO,INTERRUPTOR 9/32 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,3147.00
2020-12-22 al 2020-12-22,Construmart,CONST.MEDIANA DESARROLLO,202486,SIN CODIGO,ENCHUFE DOBLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,7023.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2232.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18166,SIN CODIGO,CASQ+TOMA DOBLE 10A MODUS CAL1208BN,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1620.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202486,SIN CODIGO,ENCHUFE DOBLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,4696.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111434,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M BLANCO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,17238.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12536,SIN CODIGO,PLACA ALUM.OXIDAL 1PTO. 503/1P MAGIC,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,4745.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,173172,SIN CODIGO,TOMA DOBLE 2P+T 10A + 2P+T 16A ARMADO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,7.00,17052.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,9507.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45819,SIN CODIGO,INT 9/12+ENCH 10A ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1729.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,211627,SIN CODIGO,TOMACORRIENTE DOBLE 2P+T 10/16A LÚZICA,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,6642.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,178783,SIN CODIGO,"CANALETA ELECTRICA 20X12,5 MM 2 M C/ADH",SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,5992.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186721,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 10A - 6KA,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,5205.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,7.00,7812.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202491,SIN CODIGO,ENCHUFE TRIPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM12,LOCAL,CM12-El Belloto - Quilpue,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,4914.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111436,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 5M GRIS,SIN MARCA,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,19298.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168136,SIN CODIGO,TOMA MINK/TERRA ARMADO.,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1525.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,168133,SIN CODIGO,INTERRUPTOR 9/12 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,6528.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,173172,SIN CODIGO,TOMA DOBLE 2P+T 10A + 2P+T 16A ARMADO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,14610.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,574.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18169,SIN CODIGO,CLAVIJA 2P+T 10A BLANCO,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,949.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186723,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 25A - 6KA,SIN MARCA,ACTIVO,C/U,CM68,LOCAL,CM68-Errazuriz,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1735.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111436,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 5M GRIS,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,6443.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111434,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M BLANCO,SIN MARCA,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,8788.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14517,SIN CODIGO,"CAJA DERIVACION P/EMBUTIR 5/8"" 503L",Bticino,ACTIVO,C/U,CM89,LOCAL,CM89 - Departamental,ACTIVO,NO CLASIFICADO,NO CALZADA,15.00,4545.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,26654,SIN CODIGO,SOPORTE TICINO MAGIC PLASTICO 503/RP,SIN MARCA,ACTIVO,C/U,CM29,LOCAL,CM29-PUERTO MONTT,ACTIVO,NO CLASIFICADO,NO CALZADA,14.00,5096.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168131,SIN CODIGO,TOMA 10A BLANCO,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1582.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14517,SIN CODIGO,"CAJA DERIVACION P/EMBUTIR 5/8"" 503L",Bticino,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,912.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,211627,SIN CODIGO,TOMACORRIENTE DOBLE 2P+T 10/16A LÚZICA,SIN MARCA,ACTIVO,C/U,CM61,LOCAL,CM61-TALCA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2214.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202457,SIN CODIGO,INTERRUPTOR SIMPLE 9/12 10A LÚZICA ARM,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1717.00
2020-12-22 al 2020-12-22,Construmart,CONTRATISTA PEQUEÃO,168134,SIN CODIGO,INTERRUPTOR 9/24 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM73,LOCAL,CM73-Curico Norte,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1881.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,12681,SIN CODIGO,INTERRUPTOR MAGIC 9/12 5001P MAG/MOD,SIN MARCA,ACTIVO,C/U,CM29,LOCAL,CM29-PUERTO MONTT,ACTIVO,NO CLASIFICADO,NO CALZADA,12.00,15900.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14062,SIN CODIGO,INTERR.9/12 + ENCH/HBRA. 5001/13K MAG/AR,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,4667.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153196,SIN CODIGO,INTERR.9/12 10A 250V BLANCO OVAL,Bticino,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,902.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202487,SIN CODIGO,INTERRUPTOR 9/12 +ENCH.10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2722.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168137,SIN CODIGO,TOMA DOBLE MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,7404.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,14057,SIN CODIGO,INTERRUPTOR 9/12 EMB 5001K MAG/AR,Bticino,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2991.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM87,LOCAL,CM87 - Los Alamos Colina,ACTIVO,NO CLASIFICADO,NO CALZADA,3.00,7128.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168123,SIN CODIGO,PLACA 3 MÓDULOS PERLA,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,2800.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,9.00,10044.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168142,SIN CODIGO,INTERRUPTOR 9/32 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,6574.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,69607,SIN CODIGO,PORTALAM.C/ BNE.TORNILL C/BLQ. BLANCO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,768.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,4450.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,42.00,11980.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19636,SIN CODIGO,TRIPLE 2P+T EN LINEA 10AMP 3603DP BLANCO,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2474.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168129,SIN CODIGO,INTERRUPTOR 9/24 10A BLANCO,SIN MARCA,ACTIVO,C/U,CM15,LOCAL,CM15-LAS CONDES,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,4890.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1113.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18169,SIN CODIGO,CLAVIJA 2P+T 10A BLANCO,SIN MARCA,ACTIVO,C/U,CM04,LOCAL,CM04-CALAMA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,1902.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168141,SIN CODIGO,INTERRUPTOR 9/12+T 10A MINK/TERRA ARMAD,SIN MARCA,ACTIVO,C/U,CM12,LOCAL,CM12-El Belloto - Quilpue,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2455.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,187038,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 16A-6KA BTIDIN,SIN MARCA,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1739.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,14061,SIN CODIGO,INTERRUPTOR 9/15 EMB. 5001/2K MAG/ARM,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,13760.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202486,SIN CODIGO,ENCHUFE DOBLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM61,LOCAL,CM61-TALCA,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,5855.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,18161,SIN CODIGO,CASQUETE+INT.9/24 MODUS CAL1101BN,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2424.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,51174,SIN CODIGO,PLAFON OVALADO E27 BLANCO,SIN MARCA,ACTIVO,C/U,CM28,LOCAL,CM28-OSORNO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1006.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168133,SIN CODIGO,INTERRUPTOR 9/12 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM93,LOCAL,CM93 - Tienda Talcahuano Colon,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3266.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186722,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 20A - 6KA,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1737.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19634,SIN CODIGO,"CAJA DERIVACION P/TABIQUE 5/8 503T""",Bticino,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,285.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,150080,SIN CODIGO,INTERRUPTOR 9/15 MODUS ARM.BCO. 1200BN,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,6936.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168147,SIN CODIGO,PLACA 2 MÓDULOS TERRA,SIN MARCA,ACTIVO,C/U,CM66,LOCAL,CM66 - Copiapo El Bosque,ACTIVO,NO CLASIFICADO,NO CALZADA,6.00,3468.00
2020-12-22 al 2020-12-22,Construmart,CLUB AHORRO,186722,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 20A - 6KA,SIN MARCA,ACTIVO,C/U,CM09,LOCAL,CM09 - OVALLE,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1727.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168133,SIN CODIGO,INTERRUPTOR 9/12 MINK/TERRA ARMADO,SIN MARCA,ACTIVO,C/U,CM26,LOCAL,CM26-TEMUCO,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3266.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45817,SIN CODIGO,TOMA TRIPLE 2P+T 10A 250V ARMADA BLCO,SIN MARCA,ACTIVO,C/U,CM92,LOCAL,CM92-LOS ANGELES ALCAZAR,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,9504.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,19637,SIN CODIGO,TRIPLE 2P+T EN LINEA 10AMP 3603GP GRIS,SIN MARCA,ACTIVO,C/U,CM13,LOCAL,CM13-LAS REJAS,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,4948.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,187046,SIN CODIGO,CAJA CHUQUI LIBRE DE HALOGENOS,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,3306.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,168122,SIN CODIGO,PLACA 2 MÓDULOS PERLA,SIN MARCA,ACTIVO,C/U,CM12,LOCAL,CM12-El Belloto - Quilpue,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,613.00
2020-12-22 al 2020-12-22,Construmart,CONST.MEDIANA DESARROLLO,111435,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 3M GRIS,SIN MARCA,ACTIVO,C/U,CM86,LOCAL,CM86 - Linares,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,4297.00
2020-12-22 al 2020-12-22,Construmart,OTROS RUBROS,18170,SIN CODIGO,CLAVIJA 2P+T 10A GRIS,SIN MARCA,ACTIVO,C/U,CM90,LOCAL,CM90 - Peñaflor,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,3792.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,186721,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 10A - 6KA,SIN MARCA,ACTIVO,C/U,CM05,LOCAL,CM05-ANTOFAGASTA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,3352.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,187038,SIN CODIGO,INT.TERMOMAGNÉTICO UNIP. 16A-6KA BTIDIN,SIN MARCA,ACTIVO,C/U,CM29,LOCAL,CM29-PUERTO MONTT,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,1732.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45812,SIN CODIGO,INTERRUPTOR 9/12 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM82,LOCAL,CM82 - Camino a Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,2232.00
2020-12-22 al 2020-12-22,Construmart,PROFESIONALES,202492,SIN CODIGO,ENCHUFE SIMPLE 10A LÚZICA ARMADO,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,989.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,45813,SIN CODIGO,INTERRUPTOR 9/24 10A 250V ARMADO BLCO,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,5260.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153463,SIN CODIGO,T.TRIPLE 2P+T 10A 250V BLANCO OVAL,SIN MARCA,ACTIVO,C/U,CM07,LOCAL,CM07-LA SERENA,ACTIVO,NO CLASIFICADO,NO CALZADA,1.00,2407.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,153463,SIN CODIGO,T.TRIPLE 2P+T 10A 250V BLANCO OVAL,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,8.00,19254.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,111436,SIN CODIGO,ALARGADOR 6 TOMAS 2P+T 10A 5M GRIS,SIN MARCA,ACTIVO,C/U,CM20,LOCAL,CM20-RANCAGUA,ACTIVO,NO CLASIFICADO,NO CALZADA,2.00,10958.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,51174,SIN CODIGO,PLAFON OVALADO E27 BLANCO,SIN MARCA,ACTIVO,C/U,CM71,LOCAL,CM71 - Melipilla,ACTIVO,NO CLASIFICADO,NO CALZADA,4.00,4012.00
2020-12-22 al 2020-12-22,Construmart,LOCAL,202457,SIN CODIGO,INTERRUPTOR SIMPLE 9/12 10A LÚZICA ARM,SIN MARCA,ACTIVO,C/U,CM78,LOCAL,CM78 -  Arica.,ACTIVO,NO CLASIFICADO,NO CALZADA,5.00,4310.00
